order_id,order_status,dispatch_status,datetime,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 10:50,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 11:11,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 11:11,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 11:11
14959,Waiting Driver Response,API: Request Received,04-08-2024 11:16,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 11:21,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 11:21,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 11:41,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 11:41,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 11:41
14959,Waiting Driver Response,API: Request Received,04-08-2024 11:46,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 11:51,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 11:51,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 12:12,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 12:12,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 12:12
14959,Waiting Driver Response,API: Request Received,04-08-2024 12:17,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 12:22,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 12:22,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 12:42,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 12:42,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 12:42
14959,Waiting Driver Response,API: Request Received,04-08-2024 12:47,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 12:52,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 12:52,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 13:12,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 13:12,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 13:12
14959,Waiting Driver Response,API: Request Received,04-08-2024 13:17,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 13:22,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 13:22,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 13:43,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 13:43,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 13:43
14959,Waiting Driver Response,API: Request Received,04-08-2024 13:48,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 13:53,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 13:53,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 14:13,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 14:13,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 14:13
14959,Waiting Driver Response,API: Request Received,04-08-2024 14:18,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 14:23,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 14:23,
14959,Un-Assigned,LBS: Auto Dispatch Automation Started,04-08-2024 14:44,
14959,Waiting Driver Response,LBS: Auto Dispatch Automation Ended,04-08-2024 14:44,
14959,Un-Assigned,"Group ID 123: {process_status"":true","success:""Auto Dispatch Success""}""",04-08-2024 14:44
14959,Waiting Driver Response,API: Request Received,04-08-2024 14:49,
14959,Un-Assigned,AD:ranking_dispatch_subcon_comp: Sub Contract Company - No Vehicles,04-08-2024 14:54,
14959,Un-Assigned,AD:broadcast_subcon: Vehicle Group does not have subcon driver,04-08-2024 14:54,
